comment_id,original_comment,detected_aspects,aspect_count,matched_keywords
5418,w ngarep sekali kalau android ada standar desktop mode sudah muncul banyak hp dengan spek dan harga segini sudah bisa type c ke hdmi hehehehe,"Software, Price, Network",3,"hdmi, android, harga"
5421,samsung bagus di ui sama layar doang sih kalo sektor yang lain ampas kalo dibanding brand lain dirange harganya,"Software, Display, Price",3,"ui, layar, harganya"
5424,​imb dm n kalo teknologi mah sama aja bro kalo belom sampe tahun perbedaannya yg jadi kebutuhan gue bukan sekedar game makanya belom bisa yakin aja pindah ke xiaomi dkk masih lebih prefer cari yg all rounder tapi kamera bagus storage gede aja sih menyesuaikan kebutuhan,"Camera, Storage, Performance",3,"game, kamera, storage"
5425,poco gak cuma main game all rouder life balance iqoo pure game cocok buat lajang yg jam main game dengan fitur bypass,"Features, Design, Performance",3,"game, bypass, life"
5426,katnya hrga jt tp aku cek di mall² harga nya jtan,Price,1,harga
5427,jam main game di pc bg atau konsol,Performance,1,game
5428,​wandragaming beda ram sama rom jadinya mahal,"Storage, Software, Price",3,"rom, ram, mahal"
5429,main game jam ada fitur bypass main game sampe mata buta,"Features, Performance",2,"game, bypass"
5430,gw nonton video ini pake poco x nfc,"Features, Camera, Connectivity",3,"video, nfc"
5437,kenapa poco device kalau terkoneksi dengan tws bluetooth suaranya jelektapi dengan tws yang sama dengan hp samsung galaxy jadi lebih manteb,"Audio, Connectivity",2,"bluetooth, suaranya"
5438,bnr ga sih katanya ada isu dgn instalasi aplikasi lwt playstore slh satu temen gw katany gitu,Software,1,aplikasi
5440,gak ada bypass charging hahaha,"Features, Battery",2,"bypass, charging"
5443,masih nunggu honor pro di indo dapet update software tahun,Software,1,software
5454,sudah co dan ini seperti hape impian di harga jutaan dan yang pasti saya gk ngejar gamingnya tapi pengen punya hape midrange yang looknya mahal tpi gk banyak disunat,Price,1,harga
5457,semahal nya produk xiomi ttp ada iklan nyaaacuma itu si yg sangat disayangkan,"Software, Security, Performance",3,"disayangkan, semahal"
5458,tolong dong bang untuk jangka panjang mending f ini atau a ya kebutuhan daily ngampuss ngegame ringan ringan aja seneng dokumentasi sih skrg wkwkwk,Design,1,ringan
5460,tapi storage cuman gb,Storage,1,storage
5461,​angganugraha storage ampas cmn doank di poco f ku aja udah pakai storage external tb,"Storage, Connectivity",2,external
5463,gw aminin kan cuma jutaan tunggu tahun sdh keburu ngumpul duitnya dan harga sdh turun banyak bang,Price,1,harga
5469,jaringan g kah,Network,1,jaringan
5470,dari tahun pake redmi note udah jalan tahun hari ini baru ganti ke tecno pro g lebih komplit ai nya kamera lebih bagus karna ga pentingin game lebih ke kamera dan udah bisa diajak didarat dan air wkwkw,"Camera, Performance",2,"game, kamera"
5471,uda di kasih pilihan jutaan penyimpanan masih aja tetep setia nungu samsung ngeluarin harga jutaan penyimpanan entah tahun berapa baru keluar,"Storage, Price",2,"penyimpanan, harga"
5475,aku penggemar poco hp aku yang satunya poco f yang aku beli beberapa tahun yang lalu sampai sekarang masih aktif masih tokcer tapi aku kepincut poco f ram aku mau pensiunkan poco f ku mantap poco,Storage,1,ram
5487,andai xiaomi nambahin fitur kamera thermal ir,"Features, Camera",2,"fitur, kamera"
5489,menurut abang untuk segi kamera lebih mending x pro atau f,Camera,1,kamera
5497,support bypass chargenya gak,Features,1,bypass
5502,mm audio jackkk,Audio,1,audio
5503,lah ngetes hp kok pake genshit emang masih jaman wkwk standard sekarang itu bukan genshit lagipakai game lain jangan genshit lagi udah ketinggalan,Performance,1,game
5504,cmiiw bang saran mungkin untuk test high spec perform pake gamenya pakai game lain takutnya genshinnya yg dari sananya kurang optimasi untuk mobile mungkin bisa di test dengan black desert atau wuthering waves saran saja karena pengalaman beberapa player include me genshin juga setelah ada natlan memang agak ngadatngadat mau main pake pcmobile gaming,"Software, Display, Performance",3,"game, perform, cmiiw"
5505,jadi mendingan poco f polos apa f pro kalo kita omongin soal apa yang didapet dengan harga yang kita keluarin,Price,1,harga
5506,wkkw vangke gw nonton malah pakai adek nya f yg beli pas taon awal release kmaren,"Features, Connectivity",2,adek
5511,poco f gt masih aman ga ada yang seri tombol gaming lagi kah poco,Audio,1,tombol
5513,bang kok kopong backdoor nya,BuildQuality,1,backdoor
5515,desainer poco keknya agak agak norak seleranya lebih demen yg putih drpd yg hitam atau ini,"Design, Display",2,hitam
5516,nonton ini pake poco f yg pake custom rom android dan masih ngebut skrg kerezekian cekout poco f alhamdulillah,"Software, Performance",2,"android, ngebut"
5518,o gitu aja mana by pass charging nyaa teme,Battery,1,charging
5519,gak bosen minta agar tim dagetin juga melakukan tes main game wuthering waves di hp yg sedang direview,Performance,1,game
5522,kapan punya hp spek gahar cok,Performance,1,gahar
5523,suara speakernya gimna kok ga direview,Audio,1,suara
5525,masih belum worth it upgrade dari x pro soalnya liat² ga terlalu jauh kek nya nunggu f biar lebih kerasa upgrade,Price,1,worth
5528,bg sesekali hp yang gaming itu bandingin juga antara pake colling fan biar asik,Design,1,sesekali
5531,video stabil tp audionya kurang high ya,Camera,1,video
5536,untuk sekarang itu hp gaming itu udah kurang saya minati karena udah terlalu sibuk kerjaan real gamelebih butuh yg balance performa dapatkamera pun dapatdan yahh kecepatan charger juga penting,Performance,1,performa
5539,real raja gabanyak gimmick naro harga mahal kaya sebelah,Price,1,harga
5541,always on display di poco f bisa always trus tapi di seri atas nyaa gk always,"Display, Connectivity",2,display
5542,pernah komen kayak gini di channel yutube lain berasa hp murah ya aod cuma detik,Price,1,murah
5543,audio nya gimana bang,Audio,1,audio
5551,hape premium tapi harga ramah,"Design, Price",2,"premium, harga"
5553,gak enak pegangnya terlalu lebar,Display,1,lebar
5555,poco x pro gw baru bulan dah g bsa nyari wifi dan bluetooth sampah abis poco gak akan lagi gw beli tu hp kapook untungnya mash ada yg mw terima pdahal tu hp dimanja ga pernah buat main game berat cma buat nonton dan game ringan coc najis tu hp cuihh pergi ke cs nya dikerjaan lama amat bener najissss semangat aja kalian yg poconya baguss,"Connectivity, Design, Performance",3,"bluetooth, coc"
5557,tonton jagat review ngab iqoo hasil cameranya video dan fotonya ampas bet,"Display, Camera",2,"video, fotonya"
5559,nambah dikit atau mending beli sekenan t atau v ajaaslibiar ngk nyesel bab kamera dan ketahanan tapi balik lagi ke selera dan dana,Camera,1,kamera
5563,bang udh lama ngga bahas kamera kameracoba bang review insta ace pro,Camera,1,kamera
5571,bang ga mau coba test pake game wuthering wave melihat reviewer lain pada test pake game itu tidak gi lagi karena mungkin hp jt udah sanggup jalanin game nya,Performance,1,game
5574,ganti batrenya dulu aja bang beli third party di marketplace abis itu minta bantu ganti di tempat service hp biasa paling kalo ditotal ga sampe k,Network,1,tempat
5576,batre apa yg bagus buat redmi bg​doctorstrange,Battery,1,batre
5580,but no bypass,Features,1,bypass
5581,sharingan cok model kameranya,Design,1,model
5582,maaf sebelumnya bang boleh lah sekali review audio hasil record video karena kebanyakan hp pas record video trus audionya naik turun kalo pas di kalo di play bahkan sampe brand iphone pun ada yg begitu kalo record video jadi kerasa ngerecord pake hp china gitu,"Audio, Camera",2,"video, audio"
5585,video k disini kok stabil ya saat di test youtubercupu ndut an,"Camera, Connectivity",2,"video, youtubercupu"
5587,numpang nanya brand apa yg ngasih update software android paling lama yah,Software,1,android
5588,yg bikin harga poco f murah dgn spek hp flagship mgkn di sokong iklan,Price,1,harga
5594,klo gw mah bodo amat layar tmbh lebar design alay yg ptng gaming solidsolidsolid,Display,1,layar
5595,masih kedut juga ya kayak xiaomi t kalau buat rekam video sambil jalan kaki sama aja ternyata dari jaman poco f wkwkw,Camera,1,video
5599,ya jelas ada lahcuman terbatas,Storage,1,terbatas
5601,ok saatnya upgrade udah cape bgt nih poco x nfc gw,"Features, Connectivity",2,nfc
5602,nonton di resolusi gila mantep bet hasil perekaman nya,"Display, Camera",2,"perekaman, resolusi"
5604,gw make resolusi k di pc gw biasa aja,Display,1,resolusi
5607,bukan player genshin jadi ga dlu beli buat main game lain,Performance,1,game
5609,speknya cocok banget buat yang hobby ngegame tapi untuk penggunaan saya yang udah jarang banget main game samsung a udah lebih dari cukup,Performance,1,game
5620,apa gua jg mesti akad nih hp apalgi hp yg gua pake ini mi lite sdh slalu ada notif storage full,Storage,1,storage
5621,bang riview inoi a storage gb di harga jt an,"Storage, Price",2,"harga, storage"
5623,sayang banget belum ada bypas charging,"Features, Battery",2,"charging, bypas"
5631,tumben telat,Audio,1,tumben
5633,mantau dulu masih setia sama hp lama nova t,"Features, Connectivity",2,mantau
5635,bg kenapa tes gamenya gk ditambahin wuthering wavespadahal dia make unreal engine yang sudah pasti lebih berat dari genshin impactuntuk standar tes performa genshin udh ringan untuk hp jaman sekarang selalu penasaran sih kenapa cuma gadget in yg gak tes wuthering waves apakah ada sponsor dari genshinnya,"Design, Performance",2,"ringan, performa"
5647,​emberpecah kan harganya aja beda kalau ada duitnya sih sikat aja,Price,1,harganya
5649,selama gk ad baypass charging gk akan sy sentuh poco lagi x kena zonk karena masi seneng lupa maen smbl ngecas,Battery,1,charging
5650,tumben telat bang,Audio,1,tumben
5652,entah kenapa aku masih ngelirik infinix gt pro daripada f ini kebutuhanku adalah gaming only aku punya hp satu untuk wayutubemedsosdll dan satu nya untuk gaming only dan untuk hp kusus game aku upgrade ke gt pro padahal banyak hp yang jauh lebih tinggi spek nya kayak poco f x pro dll,Performance,1,game
5653,bang alasan aku beli hp versi poco karena abang riview performa untuk main genshin jujur aku lihat poco x dari abang aku pake sampe sekarang,Performance,1,performa
5657,jdi bgusan iqoo z ya buat game doang,Performance,1,game
5660,saran aja sih bang david harusnya kalau test game coba wuthering wave atau zenless zone zero untuk kelas game berat saat ini,"Display, Performance",2,"game, zenless"
5661,setuju sih harusnya standar benchmark game udah meningkat juga klo mau ngetes hape yg dikelas mid to high range genshin mah udah bukan lagi standar mnurut gue bahkan masih ada delta force codm dll yg bisa buat tolok ukur hape itu bagus buat ngegame apa nggak,Performance,1,game
5663,wutheringwave game ringan lah bagi gua mah ga ada berat ya,"Design, Performance",2,"game, ringan"
5664,karena optimisasi genshin lebih matang jadi bisa dijadiin tolak ukurbenchmark yg lebih akurat sedangkan wuwa masih belum matang optimisasinya banyak keluhan performa sana sini bahkan di device midhigh end ya wajar sih wuwa masih game yg lumayan baru pake engine yg lain juga mungkin kalau optimisasinya udah mateng nanti juga bakal dijadiin alat benchmark,Performance,1,game
5675,gw dari dulu emang mi fans banget harga murah kualitas no kaleng komunitas banyak jadi enak bisa di custom rom,"Software, Price",2,"harga, custom"
5676,ganti rom tu dmn sih bang ane blm pernah,Software,1,rom
5678,lg nonton di poco f warna hitam,"Design, Display",2,hitam
5679,hyper os dari xiaomi selalu ngelag lebih baik ambil iqoo neo,Software,1,hyper
5680,banyak bugs system hyper os saya dari poco f sampai f selelu nge bug di mode saku sering ketindis sendiri kalau pas hp lagi di saku hadeeeh,"Software, Storage, Security",3,"hyper, ketindis, system"
5682,tapi syg hnya hz itu belum cukup skrg lebih di cri yg hz chipset sdah mantap hnya hz nya sja yg ku jdi kurang minat,Display,1,sdah
5683,kalo yang nyari hp stabil main game iqoo masih worth it pilih varian paling tinggi buat tahun ke depan soalnya pake chipset snapdragon elite dan score antutu nya masih urutan,"Price, Performance",2,"game, worth"
5689,semoga harganya jt an yah gess,Price,1,harganya
5693,sama s fe soal kamera gimana cuy,Camera,1,kamera
5694,dari semua kelebihan yg dimilikinya rasanya kekurangan yg ada hal yg wajar mengingat harganya masuk mid range ga sabar nunggu hpnya datang,Price,1,harganya
5696,kalau butuhnya game ambil ini hp jelas tapi kalau butuhnya keseharianvideofotodan dipake jangka panjang mending a tapi selera masing masing ya,Performance,1,game
5700,poco f tuker tambah ke f bayar berapa ya dan bisa gak ya butuh frame yg kuat karena tangan kadang suka licin,BuildQuality,1,frame
5704,gue sampai skrg masih pakai poco f blm rusak cuma ganti baterai doank x,Battery,1,baterai
5706,gua udah difase ini sekarangmain game udah jarang banget itupun cuma game aja ga butuh spesifikasi tinggi malah sukanya dokumentasi foto atau video dan ngedit moment lebih penting memang daripada cuma main game doang,"Camera, Performance",2,"foto, game"
5713,gua ampe jual f njier gedek gegara model kamera yang seperti hp jtan njong banget moga aja f bisa kuat sampe tahun lebih,"Design, Display, Camera, Storage",4,"gedek, model, kamera"
5716,setelah liat hasil kamera punya teman yg baru beli f ternyata kameranya belum bisa ngalahin poco x nfc gw yang udah bulukan spek kamera tolong tingkatkn dong poco jangan cuma chipset doang malah makin panas,"Features, Camera, Connectivity",3,"kamera, nfc"
5719,bg ini list hp yang belum direview ya satu satu aja bg reviewnya lama juga gapapa realme c huawei nova pro oppo a oppo a i oppo a x oppo a nfc oppo reno f g g vivo v lite g g,"Features, Connectivity",2,nfc
5721,pesen tgl masih dikemas sama toko oren xiaomi emmm ada bahan semingguan baru sampe,BuildQuality,1,bahan
5723,ini baru cocok sama harga nya gak kaya motorola funsion juta dapet dimensity,Price,1,harga
5724,hp jutaan yang kamera sama game nya lumayan ga usah ngebut² kali apa ya,"Camera, Performance",2,"game, kamera"
5726,untuk msin game lama panas ga,Performance,1,game
5728,saya harap ada lini poco yang lebih ngasih kestabilan daripada melulu soal performa spek bisa diturunin dikit tapi super stabil dari segi performa kamera bahkan suhu hp nya sendiri,"Design, Camera, Performance",3,"kamera, diturunin"
5729,lah poco kan di fokusin xiaomi buat performa kalau gk ya cari yang xiaomi lah bang,Performance,1,performa
5731,keren sih performance nya sadis tapi udah tua jenuh main game sekarang nyaman make iphone,Performance,1,game
5733,waaah murah banget,Price,1,murah
5738,sedang nonton video ini dgn poco f,Camera,1,video
5740,rada nyesel dikit beli x p bukan karena hpnya jelek tapi harga beda dikit ama f,Price,1,harga
5743,dulu iya gw pemuja hp gamingtapi makin dewasa lebih suka yg nyaman di pakai software jelas ui nyaman simpel,Software,1,software
5744,ui poco ampas y,Software,1,ui
5761,bangga nya nonton video ini di poco f tercintaku,Camera,1,video
5762,info hp budget jt yg kamera bagus,Camera,1,kamera
5766,finally poco f make back cover glass lagi setelah dari seri poco f pro f f terus frame nya make metal juga kayak poco f pro,BuildQuality,1,frame
5768,iqoo paling ampas di stabilisasi video kamera depan bahkan sekelas v yg ceritanya mid range ngandelin kamera stabilisasinya ampas semua,"Display, Camera",2,"stabilisasi, kamera"
5770,hp saya back covernya pake plastik harganya jt hp apakah itu,"Price, BuildQuality",2,"harganya, plastik"
5771,lagi lagi jekphone audio gak ada nunggu seri f siapa tau ada jekphon audio nya smoga,Audio,1,audio
5774,aku baru tw sepertinya poco f ga mau kasih ram karena takut performanya menurun ntar takut di kritik wkwkw,"Storage, Performance",2,"ram, performanya"
5777,request game bang misal genshin dan wuwa lancar gak begitu panas tolong cobain zzz,Performance,1,game
5780,coba test df mobile bang,Performance,1,mobile
5784,nontonin adekadek yang udah pada gede dan lahir,Performance,1,lahir
5787,saat foto bisa nangkep objek gerak gak bang,"Camera, Network",2,"foto, nangkep"
5788,compare sama iqoo yg harga nya sama bg,Price,1,harga
5792,telat hari gk ngaruhh lah tetap di tungguin review nya toh samsung a yg kebeli bln lalu gk bikin kcewa,BuildQuality,1,toh
5795,ga pernah kecewa pakai poco dari f dan f kualitas puas harga pas semoga ada rezeki buat upgrade,Price,1,harga
5796,keknya logo snapdragon dibelakangnya itu yg bisa bikin poco neken harga sampe segitu,Price,1,harga
5804,tecno pova bg vortit ga dgn harga segitu,Price,1,harga
5808,simpel vivo kamera poco performa,"Camera, Performance",2,"kamera, performa"
5809,kelemahan yg paling menonjol dan jadi pertimbangan antara poco dan neo ya kalau di poco cuman di kapasitas battre aja dikit sama gak ada fitur bypas char sedangkan di iqoo storage nya yg nangung tapi kalau se andai nya poco f iklan nya udah hilang permanen wah kelemahan yg saya sebut tadi gak akan jadi masalah lgsg aja sikatkarena kebetulan udah nyaman di ekosistem poco kecuali iklan nya yg blm bisa di terima sampe skrg,"Features, Storage",2,"kapasitas, bypas"
5813,setelah menonton video ini dari awal sampai akhir akhirnya saya jadi beli a,Camera,1,video
5816,ketika dah punya series f eh tiba update wah cepet banget ya poco update hp mah,Software,1,update
5819,mengapa layarnya cuma mendapat nilai b saja bila dibandingkan dengan merk saingan lainnya kekurangannya apa seharusnya bagaimana tertarik ingin beli si jadi tolong dijawab,Display,1,nilai
5820,bang itu harus mode game turbo soalnya ada fitur fps unlock jadi bisa fps buat game yang hanya fps,"Features, Performance",2,"game, fitur"
5823,video kamera belakang nya cakep bener oy,"Design, Camera",2,"kamera, cakep"
5826,infrared blaster nya di bagian mana ya,Features,1,infrared
5827,bang buat video perbandingan antara hp jutaan yang bagus kamera dan buat game berat di utamakan untuk game berat,"Camera, Performance",2,"game, kamera"
5831,kepikiran kalo ada seri poco x compact yg ga bongsor namun ttp dgn spek performance kayaknya bakalan jadi hp all rounded kekinian,Software,1,bongsor
5832,chipset flagship ip frame metal harga cuma jt an,"Price, BuildQuality",2,"frame, harga"
5836,buat bapa zamn now di harga jutaanbukn fokus game pilihan ad di moto edge fusion samsung a vivo v xiaomi t dan masih nunggu honor nongol lumayan allround di harganya game oke lah tipis,"Design, Storage, Price, Performance",4,"game, tipis, pilihan, harga"
5838,males beli f nabung buat beli f aja lah soalnya klo beli f pasti ga lama lgi f keluar ini aja blm lama baru beli f keluar f jdi rada nyesel buru beli f mana harga ga jauh beda,Price,1,harga
5842,udh hijrah dri poco ke xiaomi gegara kebutuhan demen fotovideo cinem disatu sisi gw ttp demen juga chipset flagship ciri khas hp performa pas awal tahun gw dari poco f hijrah up ke tpro asli gahar all sektor fotovideo cinem gass ngegame ratakanan libass,"Display, Performance",2,"gahar, sisi"
5843,tpi sayang chipset mediatek kurang gahar buat main game emulator kaya winlator,Performance,1,gahar
5844,bisboss tinggal ambil seri nya udh jelas gahar gen,Performance,1,gahar
5845,​​​bisboss bukan kurang gahar tpi faktanya kaga ada developer emu yg bisa ngoptimalin mediatek gegara mediatek msih di close source ama arm kalau incer emulator doang cari iqoo atau gk red magic terbaru yg rumornya punya emulator tersendiri,"Software, Performance",2,"gahar, source"
5854,lagi cari² hp yg standart militer capek ganti lcd karena jatuh ga sengaja ke xnya ganti lcd infonya teman²thx,Audio,1,lcd
5855,kalau kedepannya masih gk ada iklan fix laku keras,Connectivity,1,kedepannya
5856,ttep bkal ada yg bkin hp poco lebih murah dari kompetitor lain krn ada iklanya klo iklanya d hpus hrga psti naik ente coba cari di hrga segitu trus dpet value yg bnyak bget cba compare sma brand lain ada ga d hrga segitu dpet value yg sama,Price,1,murah
5859,​sarsanah klo gw dri awal emng dh pke xiaomi dari xiaomi redmi note smpe skrg note iklan ga mslah si krn mgkin udh terbiasa tapi bisa di ilangin jga kok iklan nya lgi itu jga iklanya cma dri aplikasi bawaan doang,Software,1,aplikasi
5860,gw bingung yg dibilang banyak iklan gimana sih maksudnya kayanya selama ini pake hp xiaomi buat whatsapp foto game nonton streaming sama social media ga pernah nongol iklan dari bawaan hpnya wkwk,"Camera, Performance",2,"foto, game"
5864,f memang sadis sih spek dgn harganya ga ada lawan bahkan lebih worth it f dibanding versi pro ultranya,Price,1,harganya
5867,yg make f f aja masih santai buat ngegame foto masih okay gak ngedet ngedet,Camera,1,foto
5868,dah mending f ada bypass charging nya gw make jg soalnya cuman minusnya di f baterainya boros bangett anj,"Features, Display, Battery",3,"baterainya, bypass, bangett"
5871,dari awal tahun sampe maret pake hp poco f pro performa buat game masih lancar jaya ga matot ga pernah service apapun dan akhirnya sekarang cuma jadi kenangan karena dah dijual cuma laku juta wkwkwk emang gg sih ini series poco,Performance,1,game
5873,f pro emang gahar banget sd yg sangat efisien plus cooling solution nya yg bagus bener bisa ngangkat performanya sampai bahkan kalo nekat bisa di overclock tu gpu nya biar bisa sekelas dan masih cukup stabil walaupun udah kerasa panasnya pake konabess dulu wkwkwk,Performance,1,gahar
5874,msih pakai buat main game,Performance,1,game
5880,baru kali ini saya lihat review bang david g test sound musik apakah hpnya wow tp b aja,Audio,1,musik
5881,seandainya di harga jt,Price,1,harga
5883,bang sampe hari ini video lu tayang harga poco f sudah di rp jt di poco official store bukan jt,"Camera, Price",2,"video, harga"
5884,harga pasaran,Price,1,harga
5885,yg tangannya berasa kecil ngegenggam hp ukuran segini pake nokia aja udh dijamin tangan kegenggam dan ngetik lancar,Display,1,ukuran
5887,aduh gak sukanya layarnya lebih gede disakuin dicelana jadi ngeganjel terlebih pas berkendara takut tibatiba merosot jatuh dari saku celana mana lebih berat pula lebih sreg yang kayak f ukurannya compact baik pas disakuin atau pas digenggam,"Features, Security",2,digenggam
5889,sharp aquos sense pliss harga udah turun jauh,Price,1,harga
5893,tolong bang tambahin efootball pas tes gametuh game pas gw mainin langsung cosplay setrika hp gw,Performance,1,game
5898,suka ram gede dan disain premium pilih f tapi suka fitur smbil neo dual chip dan btre mah tapi di harga yg sama cuma dapet gb doang,"Features, Design, Storage, Price",4,"ram, premium, harga, dual"
5902,sebagai pengguna setia poco yang dimana gua masih pake poco x pro yang katanya matot hp ini udah tahun jalan tahun alhamdulillah masih awet sampai sekarang tapi mungkin kini sudah saatnya upgrade ke poco f kemarin co dapet di harga jt semoga yang baru ini juga bisa awet,Price,1,harga
5904,fokus ke layar nya yang ngebulat,Display,1,layar
5912,masih setia dengan poco f pengin f bagusny yg apa y,"Features, Connectivity",2,pengin
5915,baru kali ini suka lagi lihat model poco series f terakhir suka model di poco f masih nyaman sama poco f di kala gempuran hp kenceng,Design,1,model
5916,udah jadi pengguna poco sih dari jaman x pro trus matot ganti ke adeknya x nfc buat daily oke banget sampe sekarang trus nambah poco f buat game ringan gabut ajapoco mantep lah,"Connectivity, Design, Features, Performance",4,"game, nfc, ringan"
5921,coba liat spek tab ada keyboard yg shopee jual an dg ko bisa murah tp ram bs gede soal nya buat anak sekolah mohon ya bang trims,"Storage, Price",2,"ram, murah"
5933,ada fitur dual camera gk d poco f,Features,1,dual
5935,njir poco f ultranya kamera nya sharingan cak,Camera,1,kamera
5938,poco puch man one puch man kali jotoz hancur semua musuhnya,Software,1,one
5939,masih pake mi lte semoga bisa ganti poco f,Network,1,lte
5941,pengen redmi turbo kamera belakangnya bisa nyala,Camera,1,kamera
5942,lah kok gk review speaker nya bg,Audio,1,speaker
5943,mesin buas matrial premium layar udh fullhd k hz bazle tipiskameran cakep no complain wtih that,"Design, Display",2,"layar, cakep"
5944,bang coba test game nya pake game wuthering waves,Performance,1,game
5947,jt segitu udh cakep kok bg bezel nya ketutup s gen nya bg ada kok brand anu bezel tebal no adaptor loh,Design,1,cakep
5953,harga segitu mending iphone,Price,1,harga
5955,bypass charging kalau batrai badak fast charging ngebut gk guna batrai habis tinggal ke wc atau ke dapur bikin kopi abc batrai udah penuh lagi beda cerita sama batrai kecil charcing watt itu baru berguna,"Features, Performance, Battery",3,"bypass, charging, ngebut"
5958,tidak suka bentuk kamerannya,Design,1,bentuk
5960,ada yang kelewat bang speaker nya,Audio,1,kelewat
5961,gue udh th pake realme xt dr awal launching dan akhirnya hp itu raib di maling orang minggu lalu grgr tidur di kosan temen terpaksa beli hp baru lagi yaitu vivo x pro untung foto chat wa udh gw backup bln sekali di akun google,Camera,1,foto
5964,nonton video ini pake iphone tapi jadi berasa ingin balik pake android lagi,"Software, Camera",2,"video, android"
5967,akhirnya video yang di tunggu langsung gas beli,Camera,1,video
5982,menunggu komentar bypass mana bypass,Features,1,bypass
5984,gua mi t pro kamera kali ya udah pengen ganti,Camera,1,kamera
5989,harusnya ngetest gamenya wuthering wave juga sih biar bisa tau apakah lancar juga maenin itu game,Performance,1,game
5990,video ini pasti di dislike oleh awun,Camera,1,video
5992,kalau performa jelas poco f untuk photography kamera ultrawide jelas samsung a a sensor mpnya lebih superior dibandingkan mpnya poco main camera hasil photo di samsung lebih unggul dibandingkan hasil photo mi camera tapi poco bisa diakali dengan install gcam beres sih hasil photonya jadi bagus untuk videography samsung lebih bagus sih lebih stabil aja hasil videonya,"Software, Camera, Performance",3,"install, kamera, performa"
5995,masih berusaha dan berharap ada keajaiban agar bisa lekas bekerja kembali hp ini sudah seharusnya diupgrade dikala hp² saat ini sudah makin oke dengan beberapa kali gajian sudah bisa daprt yg spek cakep beda dari yg dulu untuk dapet hp ini nyari uangnya mati²an semoga semua dimudahkan urusannya diijabah doa² dan harapannya serta dikuatkan dan selalu diingatkan untuk selalu humble ketika sudah mencapai atau sedang berada di atas jumat berkah,Design,1,cakep
6002,di ketawain cuma gada fitur byps charging,"Features, Battery",2,"fitur, charging"
6004,saya beli hp x pro kemarin buat pake main game karna merasa penyebab suka kalah karna kurang mempuni hp nyaehh pas udh ganti baru nyadar ternyata skill gua yg cupu,Performance,1,game
6007,bang tolong review lagi dong iphone ditahun ini gimana diharga jt an worth it gak,Price,1,diharga
6008,ayo trensen grup keluarin hp mahal mukalahkan siomi,Price,1,mahal
6009,ayolah realme tu gt turunin harganya woe,Price,1,harganya
6010,kapok pake prodyk xiaomi kalo ga cpeat panas performa hp pasti menurun mending tabung langsung beli ipon gaet cewek lebih mudah,"Design, Performance",2,"ipon, performa"
6016,layar nya mirip gopix ya cantik tapi di bandingin sama samsung a a sama iqo neo mending mana,Display,1,layar
6021,gue ganti hp enggak ikut tren sih selagi hp itu memiliki value lebih dari yang lain enggak gimik dengan harga yang kompek pas sesuai dengan kebutuhan dan zaman nya gue gass seperti poco f ini mulai beraksi lagi dari seri f dan sekarang f,Price,1,harga
6022,bang kapan coba winlator emulator pc buat ngegame biar tau spek nya se dewa apa,Performance,1,winlator
6027,ini lohh layar inch tapi screen to body ratio ini hp literally lebih gede layarnya dari tablet advan gw tahun lalu pas masih smp yang layarnya inch tapi bezel nya setebel body hp nokia jadul,Display,1,inch
6028,dapat poco f silver rp jt setelah hampir setahun pakai poco f,Design,1,silver
6032,gw f masih kerasa gahar bgt ini gimana f ya,Performance,1,gahar
6035,itu buat main epep enak ga,Display,1,epep
6039,coba gaming test nya tambahin zzz bang sama game berat tapi lebih baru teknologi rendering nya sejauh ini belum ada hp yang bisa lanjay banget soalnya,Performance,1,game
6040,zzz optimalisasinya buat mobile emang kureng sih,Performance,1,mobile
6041,hp mahal ipon hp lowbudget poco,"Design, Price",2,"mahal, ipon"
6042,bang coba test game minecraft vibrant visual dong,"Display, Performance",2,"game, minecraft"
6044,masih pakai pocophone f untuk lihat video ini alhamdulilah sekarang udah pesen poco f tinggal nunggu hp sampai,"Features, Camera, Connectivity",3,"video, pocophone"
6046,sama banget dulu f udah ganas abis snap harga cuman jutaan brand lain berasa gk menarik sama sekali kalo soal performa sekarang juga pindah ke f cuman barang masih belom sampai dapet di lewat oren,"Price, Performance",2,"performa, harga"
6048,​johnlewimarcellino wih gw kek nya bulan baru cukup nih duit beli poco f udh lama ga ngerasa hp bagus buat game,Performance,1,game
6051,kok reviewer selain jagat review gk ada yg mention ya kalau panas bodi di poco itu berarti teknologi ice loop yg ada di poco f itu bekerja secara efektif bodi yang memiliki suhu yg tinggi itu bukti kalau penyebaran panasnya merata dari soc ke seluruh bodi hp teknologi liquid cooling di hp mah cuman untuk menyebarkan panas ke seluruh bodi agar pendinginan bisa terjadi secara pasif di luas area yang lebih besar fokus pada kata pasif kalau mau melakukan aktifitas yg intensif ya pasang cooler lah biar pendinginan terjadi secara aktif kesel banget ngeliat review gk ada yg mention ini selain jagat review btw ini bukan hanya pada poco f ya semua hp yg punya teknologi vapor chamber itu sama aja gk ada yg secara aktif mendinginkan hp cuma menyebarkan suhu ke seluruh bodi hp kecuali rog atau apa itu yg ada kipas di hp nya,"Design, BuildQuality, Performance",3,"bodi, menyebarkan, efektif"
6052,simpel aja emang soc nya aga panasan aja ga bilang hardware cooling hpnya ga berfungsi tapi emang soc nya aja ini kepanasan,Design,1,aga
