comment_id,original_comment,aspects,sentiments,confidences,aspect_count
4964,orang hp udh berumur jdi wajarin ajah boros mh klo gak mau boros tetap awet gak usah pake dari awal beli sampe dapet umur namanya barang elektronik sama ajah kek iphone semakin lama semakin turun bh batre nya,Battery,negative,0.601,1
4966,pengen gnti dr gt pro ke f stlh tergiur dr frame metalnya video perekamananya body n layar besarbagi sy yg ga bth gaming berat sgt tergiur mski ni hp bs utk gaminghehe,"Display, Camera, BuildQuality","neutral, negative, negative","0.973, 0.393, 0.527",3
4968,bang david tpi gw udah trauma sama ini brand tahun beli hp poco x pro eh matotpadahal pemakaian game nya cuma ml doang udah capek ngumpulin duit dari nguli hp nya cuma bertahan bulan doangmau mereka ngeluarin seri gahar seri naga seri tetek bengek udah gk tertarikbesok kalo mau beli hp lagi mau pilih oppo yg jelas terjamin kualitasnya soalnya ini gw masih punya oppo f dari beli baru smpe sekarang masih awet udah kebanting beberapa kali masih waras,Performance,negative,0.990,1
4971,udah tahun tapi test gaming di hp masih pake game tahun lalu,Performance,neutral,0.914,1
4972,worth it sih di kelas jutaan ini steal deal sih,Price,positive,0.982,1
4975,bg rekomendasi hp ram ram,Storage,neutral,0.955,1
4978,kalo ada bypass charging udahh pasti beli sihh,"Features, Battery","neutral, neutral","0.754, 0.990",2
4982,entitas tak dikenal mending ip harga segitu mah,Price,negative,0.981,1
4984,lebih worth it ambil poco x pro atau f bro,Price,positive,0.980,1
4988,genshin game berat wuthering wave lah buat ngetes,Performance,positive,0.869,1
4989,ntahlah gw juga rada muak si david ini taunya game mobile itu cuma emel pubg genshin doang padahal sekarang udah banyak game bagus yang lebih berat dari genshin yg cocok untuk test gaming tapi dia gak pernah nyoba main yg lain,Performance,negative,0.974,1
4994,berarti proteksi layar oppo a x udah masuk standar hape jutaan yah bang soalnya oppo a x udah pakai corning gorila glass i harga sejutaan,"Display, Price","neutral, positive","0.996, 0.654",2
4998,amiiin,Display,positive,0.985,1
5001,modelnya keren kok,Design,positive,0.997,1
5011,kpn ya gadgetin masukin juga review test hasil perekaman microphone utk kondisi suara konserkelemahan android selain samsung pixel ancur rekam suara bass apalagi rekam waktu ada konsermalu puter videonya suaranya ancur pecah,"Audio, Software, Camera","negative, neutral, neutral","0.788, 0.997, 0.780",3
5020,tetap stay dngn infinix note pemakaian uda thun masih aman sentosa nnton video ini dngn kualitas p uda sangat nyaman,"Features, Camera, Connectivity","positive, positive, positive","0.985, 0.968, 0.985",3
5021,tes game pubg bwang,Performance,neutral,0.989,1
5023,waktunya migrasi dri poco x pro setelah tahun lebih tinggal nunggu paketnya sampai rumah dpt harga,Price,positive,0.951,1
5024,tumben bang gak sampe setengah jam durasi nya,Audio,negative,0.761,1
5026,anehnya sampe seri f pun belum ada fitur bypass charging,"Features, Battery","neutral, neutral","0.995, 0.996",2
5032,bagaimana dengan stabilizer videonya,Display,neutral,0.890,1
5036,kamera belakang nya masih gak bisa ngedit foto ya bang yg bisa hilangin kita pilih dll kayak hp lain,Camera,negative,0.973,1
5038,bisa pke buat potret dlm air ng,Camera,neutral,0.990,1
5041,gila gila perekaman videonya stabil no kedutan jadi pengen,Camera,positive,0.954,1
5042,vivo z pro ku sudah usia tahun sudah minta adek,"Features, Connectivity","neutral, neutral","0.996, 0.996",2
5044,poco f gw waktu di cas tiba tiba mati ga taunya ga nyala lagi pas di bawa ke tempat service hp nya matot pedahal baru bulan pakek jarang juga di pake main game jujur sih tergiur sama poco f tapi rasa kapok masih menghantui,"Network, Performance","negative, negative","0.930, 0.633",2
5047,bang jangan lupa update nyobain tws yang sejam tradisi tiap tahun belom ada nihhh,"Software, Network","neutral, neutral","0.986, 0.732",2
5048,penyakitnya cuma satu osnya walaupun iklan masih bisa diakalin pake dns uninstall apps iklan atau cusrom buat pengguna instan ga terlalu friendly terus entah suka ada bug di setiap updatenya pengalaman make dari mi i redmi redmi x redmi note poco x isu yang selama ini diraguin orang soal matot apakah udah dibenahin kita lihat aja kedepannya,"Software, Connectivity","negative, negative","0.932, 0.901",2
5051,nyimak apa daya masih pakek asus zenfon max pro m,Battery,negative,0.774,1
5054,cuma bisa nonton doang hp tetap xiaomi note pro pemakaian sejak no minus cuma lecet pemakain dan ngecas sehari x selain itu aman buka harga pembelian awal rp minat komen,"Price, Battery","neutral, negative","0.979, 0.986",2
5055,sekarang mah udah ga ada harga dirinya bang wkwk,Price,negative,0.997,1
5056,rekomed hp allround game bisa kamera bagus,"Camera, Performance","positive, positive","0.979, 0.587",2
5065,saran gaess mending poco f atau xiaomi t aku liat review foto mode malam xiaomi t agak kekuningan soalnya,Camera,neutral,0.982,1
5066,apa ane gk salah denger belum support bypass charging wtf,"Features, Battery","neutral, neutral","0.672, 0.934",2
5067,bang tanya dong f pro yg mahal chipset masih gen tp kenapa f biasa yg murah dapet gen,Price,negative,0.986,1
5068,bang buatin dong rekomendasi buat beli hp dari harga sejutaan mau beli hp bulan depan budget pas an tapi mau cari yg all in bang,Price,neutral,0.764,1
5069,aku malah suka makin lebar daripada panjang,Display,positive,0.973,1
5070,kalau mau fokus experience gaming ambil iqoo neo kalau all rounder ambil f kalau pen maen game sambil di charge ada bypass charging iqoo neo kalau pen pake ngegame seadanya boleh ke f sesimpel itu padahal,"Features, Design, Performance, Battery","neutral, neutral, neutral, neutral","0.897, 0.897, 0.974, 0.993",4
5073,bang david titip saran kalau bisa soal penentuan buat main game bikin pengnengahnya dong dari game yang biasanya bang david riviewgua bingung enak yg mana tapi kalau bisa bikinin bang biar viewer ada ngerasa ada yang beda dari videonya bang david,Performance,positive,0.708,1
5075,tambahin riview game nya bang cobain di delta force yang lagi hype,Performance,neutral,0.972,1
5076,masih setia dg nothing phone sudah mau taun pakai aman kamera luar biasa,Camera,positive,0.992,1
5078,hp idaman di harga begini,Price,positive,0.910,1
5079,sayang gak ada bypas charging tapi mungkin poco punya filosofi dia tau pasarnya hp gaming tapi dia gak pengen orang orang kecanduan maen hp makanya fitur bypas charging gak ada,"Features, Battery","neutral, neutral","0.974, 0.822",2
5082,minus nya satu aja bg nih poco klo beli kek gacha ada yang bagus tahan lama dan ada yang bagus tpi tdk tahan lama padahal pemakaian normal itu aja sih soalnya pengalaman aku dan adek ku hp sama tpi adek ku punya sering matot akhirnya ganti iqoo,"Features, Connectivity","negative, negative","0.693, 0.693",2
5083,makin tua tetep suka cari hp spek gaming walaupun bukan buat main game soalnya paling males gonta ganti hp biar masih satset buat dipake sampe tahun lagi,"Audio, Performance","negative, negative","0.940, 0.996",2
5087,poco f series ink mirip banget spek xiaomi redmi s dan awal release spek nya ga tanggung tapi kita tau sendiri redmi bahkan note lama mulai nanggung ya namanya juga perusahaan klo makin laris bakal makin mahal era nokia samsung juga nawarin lebih murah skrg samsung paling overpriced,Price,negative,0.962,1
5092,njir kameranya bisa di pakai ngevlog k fps stabil parah iqoo neo gempa bumi dari kamera utama sampai kamera depan,Camera,neutral,0.993,1
5094,akhirnya ganti hp juga aku setelah liat ini hp poco f murah kamera stabil sm buat game mantep,"Camera, Price, Performance","positive, positive, positive","0.891, 0.816, 0.994",3
5095,nonton pake f masih boros baterai,Battery,negative,0.997,1
5099,saya pake hp samsung galaxy m mulai dari awal zaman covid dan sampai tahun ini masih saya pakai samsung m nya dengan kapasitas batrai mah niat nya mau upgrade ke poco f gimana ya menurut kalian kalo upgrade dari samsung m ke poco f,Storage,positive,0.612,1
5108,bang knapa gk pernah rievew transsion paling unboxing,Audio,negative,0.947,1
5111,yang saya suka tu dari bentuk bazzel layarnya itu cakep banget,Design,positive,0.997,1
5118,gw dr redmi x ke poco f trus poco f dan smua itu gw puass bgt tanpa mendang mending lagi bisa dibilang gw beli hp price to performa untuk jangka panjang tp f gw blm sampe nih tp gw yakin bkal puas soalnya dr f peningkatan nya bkal kerasa ngt sama kyk dri redmi x ke poco f yg terasa wahh,Performance,positive,0.990,1
5119,bang coba tes gamenya pake wuthering waves soalnya game itu lebih berat dari genshin,Performance,negative,0.992,1
5123,saya lebih suka pada desain nya,Design,positive,0.994,1
5129,ntar iklan juga muncul didalam tu,BuildQuality,neutral,0.731,1
5131,bang coba main pubg gak semua orang player moba,Performance,neutral,0.848,1
5133,bang sekali² tes foto di osteria gia pik bang saya staff osteria gia tapi di pik hehehehe,"Camera, Connectivity","neutral, neutral","0.997, 0.967",2
5135,oh ya ada vidio potret ga sih kaya poco x pro,Camera,neutral,0.850,1
5140,keren bangett,Display,positive,0.997,1
5143,nntn review ini pake poco f the best buat secondary device intinya f worth it dpt harga jt,Price,positive,0.987,1
5145,​nufone potongan harga dr tokped beli aja yg tokped plus ntr potongannnya gede bs sampe rban tp saya belinya menit setelah launch gk tau deh skrg segede itu gk diskonnya,Price,neutral,0.986,1
5153,hp panas batre boros klo udh panas lelet banget hpnya terakhir pake f paling mantap skrg pake f udh mulai kecewa gk mau lg lah bli poco,Battery,negative,0.997,1
5157,bener bang david kelas mide range jt an beli yg ram jangan beli dibawah standar itu,Storage,negative,0.850,1
5158,tumben reviewnya dibawah menit biasanya suka lama,Audio,negative,0.992,1
5159,speaker mono kah,Audio,negative,0.703,1
5160,nah iya penasaran tumben gada dijelasin sama bang david,Audio,neutral,0.900,1
5162,ditunggu video abng baru muncul,Camera,neutral,0.995,1
5163,nah ini desain hp yang saya suka tp saya lebih suka yang polosan sih kaya yg opsi warna white hehe,"Design, Storage","neutral, positive","0.958, 0.953",2
5171,cam nya ok juga nih,Performance,positive,0.990,1
5172,cam nya ok juga nih,Performance,positive,0.990,1
5173,hp nya keren cuma udah difase chip bukan segalanya sih wkwk lebih nyari kamera sekarang asli dh game cuma ml,"Camera, Performance","negative, negative","0.553, 0.985",2
5175,bang david unboxing pova dong pengen tau baterai mah nya,Battery,neutral,0.971,1
5176,mewah emg ni hpdgn hp yg sebegitu murah,Price,positive,0.892,1
5177,헣헨헟헔헨헪헜헡 tempat paling masuk akal buat sekarang,Network,positive,0.929,1
5182,gw make hp poco x nfc pemakaian tahun tombol volume hilang udah ganti lcd habis ganti lcd kadang muncul di layar hitam putih bisa nego minat bls komentar gw ajaa,"Connectivity, Audio, Design, Display, Features","neutral, neutral, neutral, neutral, neutral","0.614, 0.671, 0.997, 0.966, 0.995",5
5184,tambah fitur baru tuh bang davidfitur masak telur derajat,Features,neutral,0.541,1
5187,lgi nonton pake f tapi iri liat desain f,Design,negative,0.994,1
5188,ttp infinix gt proyg lgi otwps proud adg akn kuat buat maen game pc,Performance,positive,0.994,1
5189,nonton pakek legen pocophone f,"Features, Connectivity","neutral, neutral","0.811, 0.811",2
5191,kalo gw sih ramrom yang harus gede kalo kamera belakangan soalnya gw gak suka fto,"Camera, Network","neutral, negative","0.545, 0.856",2
5192,bangitu kameranya kan mp kecil banget dibanding series redmi note yang mp bantu jelasin dong buat abang yang ngerti kamera,Camera,neutral,0.548,1
5193,mp gede ngga selalu berarti lebih bagus ada faktor lain kayak sensor kamera yang dipake dan kualitas lensanya iphone pro max aja mp tapi kamera nya jauh jauh lebih bagus dari redmi note yang mp kan,"Display, Camera","negative, neutral","0.815, 0.960",2
5194,​hanzkuyy iya sihbang poco pake sony ya udah pernah pake poco buat bikin video kemarin dan hasilnya jauh lebih bagusjernih dan stabil dibanding redmi note pro,Camera,neutral,0.992,1
5204,entah knp di hp poco x nfc gw yg dluudh dipakek beberapa tahun blm muncul iklan sama sekalipdahal di forum fb bnyak yg bilang pda dpt iklanapakah karna gw belinya pas hpnya udh rilis tahun yg lalu kah,"Features, Connectivity","neutral, negative","0.986, 0.774",2
5205,bodinya kurang sreg lebih adem liat poco x pro,"Design, BuildQuality","negative, negative","0.956, 0.956",2
5206,suka sama bentuk layarnya,Design,positive,0.995,1
5208,yang nonton pakai f lagi mantau,"Features, Connectivity","positive, positive","0.969, 0.969",2
5209,speakernya gimana bang kok gk dibahas bagus kah atau malah cempreng,Security,negative,0.995,1
5211,nonton video ini pake poco f sudah tahun anti lemot mantep poco semoga ada rejeki lagi buat beli poco f seri berikutnya aamiin,Camera,neutral,0.987,1
5212,gw unsubcribe bang bosen lu selalu ngetes performa genshin sama mlbb mulu masa spek tinggi sesalu test game ringan,"Design, Performance","neutral, negative","0.720, 0.397",2
5213,waduw menang banyak nih poco f apalagi kameranya detail aja udah cakep parah semoga kalo xiaomi t masuk kamera telefoto nya sebagus ini lahh,"Design, Camera","positive, positive","0.989, 0.989",2
5214,xiaomi seri t pakai mediatek jelek buat game intinya mediatek nya xiaomi grup jelek,Performance,negative,0.998,1
5215,​umarcellorang bahas kamera kau bahas game banyak yg harus bisa dinilai dari hp bukan cuma performa gaming doang,"Camera, Performance","neutral, neutral","0.629, 0.567",2
5219,hmmm kok saya udah gak tertarik lagi ya sama hp poco terakhir pake poco f rata emang kenceng hp xiaomi dan poco dengan value for money yang oke tapi rasa enak dipakai cuma bertahan tahun aja setepah itu ada aja masalah ya sekarang pake samsung aja walau processor biasa tapi enak dipakai dan kamera cukup bisa diandalkan dibanding poco di harga sekelas,"Camera, Price","positive, positive","0.998, 0.838",2
5221,gak apa ada iklan biar bisa jualan murah dan update lama tapi ya jangan iklan pinjol dan judol juga,"Software, Price","positive, positive","0.742, 0.895",2
5222,bang cari wallpaper bagus kaya di video dimana bang,Camera,positive,0.857,1
5224,berarti perbedaannya jauh juga ya sama poco f pro yg stabil bgt tuh liat buat kaum mendang² poco f dan poco f pro walaupun antutu sama tpi performa game beda jauh,Performance,negative,0.985,1
5228,review merk ssd dari yang ori sampai palsu dari yang murah sampai mahal dari paling laku sampai kurang laku dari yang tahan banting sampai yang sensitif mudah rusak dari kecil sampai yang besar dari yang cepat sampai lelet daaaan yang paling penting adalah yang di rekomendasikan dari segi harga kekuatan kecepatan pokok nya banyak lebih nya lah,"Price, Performance","positive, negative","0.703, 0.791",2
5230,showcase archon pyro,Display,neutral,0.991,1
5231,hedeh bisa upgrade ke f ga ya pake f dari aja sampai sekarang jadi daily driver masih blm ada penurunan performa yang signifikan batere aja yg sedikit boros itu jg setelah upgrade ke hyperos,"Software, Performance","negative, negative","0.988, 0.632",2
5234,speaker audio jack nya gmn bang,Audio,negative,0.509,1
5236,baterai mha tp tetap durasinya tdk sebaik baterai mha bahkan mha sekalipun di merk sebelah hyperbug emang optimalisasi software nya buruk wajar sih target pasarnya kan bocil yg cari hp gaming murah dgn spek yg penting kencang,"Storage, Software, Price, Battery","negative, negative, neutral, neutral","0.984, 0.998, 0.749, 0.955",4
5242,ram tb,Storage,negative,0.952,1
5245,fyi aku baru beli poco m pro x pro keduanya gak ada iklan yang penting teliti matiin layanan iklan di setup awal sama nonaktifin di tiap aplikasi bawaan gak ribet kok matiinnya utk ukuran pengguna samsung ya mantap poco,"Software, Display","positive, positive","0.975, 0.971",2
5249,kameranya bagus coy video nya juga layar lebar nge buled bagus multi lancar wah all round sih,"Display, Camera","positive, positive","0.737, 0.996",2
5252,ini kirakira ada masalah matot gk sih mau ganti hp setelah pake realme pro selama tahun kebutuhan sama pengen hp yang awet mau foto sama ngegame dikit lagi ngelist hp poco f realme pro motorola fusion edge ada yang bisa rekomendasiin thankyou,Camera,positive,0.849,1
5254,kalian sadar gak david gak bahas bypass sama sekali kalo gw pikir fitur itu emang gak penting sih yakali mainin hp mulu mata gak perih tuh,Features,neutral,0.535,1
5255,bg bahas hp nubia zte a atau a bg harganya paling terjangkau,Price,positive,0.980,1
5257,jangan di kasih tau bang entar habis update di taro iklan kwwkwkwk,Software,neutral,0.757,1
5260,kebanyakan gimmick hp murah tuhh,Price,negative,0.954,1
5261,prosesor kenceng antutunya suhunya tembus ° boros juga banyak penyefonk raja poco ini bilang panas bisa membuat performa menurun kepada brand infinix sekarang mereka nelen ludah sendiri,"Display, Performance","negative, negative","0.972, 0.987",2
5264,desain bocil gaming,Design,neutral,0.605,1
5267,saran dong agan agan sekalian bismillah mau ganti hp dari realme x pro nyari hp buat sehari² game moba tipis tipis kamera lumayan buat foto² pilihan iqoo neo atau poco f kira² apa yaa,"Design, Camera, Storage, Performance","neutral, neutral, neutral, neutral","0.925, 0.960, 0.960, 0.899",4
5270,itu emang kamera selfie nya klo ngerekam suaranya pindah kiri kanan kiri kanan kah,"Audio, Camera","negative, positive","0.529, 0.727",2
5274,soc kenceng bukan hanya utk game klo aq lebih ke pemakaian jngka panjang th seengganya dg soc kenceng ram gede storage lega hp jd ga mngkin lemot,"Storage, Performance","positive, neutral","0.983, 0.833",2
5275,lumayan sih kamera ny masih bisa di andelin,Camera,positive,0.752,1
5277,desain layarnya kaya oppo find x g mantapp,Design,positive,0.966,1
5280,speaker cuma kah,Audio,negative,0.742,1
5283,lambat laun seiring bertambah usia yg trpenting di hp bukan lagi ngebut sangar garang dll tp ui yg smoth tanpa iklan jaminan software update baterai yg bersahabat untuk kebutuhan daily klo udh kerja aplikasi yg penting cm wa microsoft dsb in pendapat pribadi jgn d mendang mendingin,"Software, Performance, Battery","neutral, positive, positive","0.984, 0.866, 0.924",3
5285,poco f malah ngeri kasih x update os dan tahun security,Software,neutral,0.982,1
5287,lambat laun saya pengen hp yg tahan air dan tahan banting wkwkw,Performance,positive,0.798,1
5288,untungnya sekarang di xiaomi ada semua ui yang udah mulai smooth hp nya juga sat set performa juga enak kamera udah bagus ngecas juga cepet dipake daily juga enak baterai awet ga salah emg pilihan gw ambil xiaomi karna semua ada,"Software, Camera, Storage, Battery, Performance","neutral, positive, positive, positive, positive","0.995, 0.997, 0.995, 0.997, 0.997",5
5289,susah sih bikin fps stabil di game berat untuk poco sekarang karna sudah gak dilimiiiit mantap poco bukan gak bisa sebenarnya bisa aja fpsnya stabil tapi harus di limit di suhu tertentu sekarang systemnya secara continue dari awal menaik turunkan fpsnya biar gak terlalu panas gantian limitasi yg agresif di keluaran terdahulu,"Connectivity, Performance","negative, positive","0.919, 0.821",2
5299,yang penting kamera bagus untuk rekam video k fps fps oke jujur caperibet bawa iphone dan android,"Software, Camera","neutral, positive","0.997, 0.963",2
5303,kadang random klik tapi nemu yang pas begini tuh satisfying banget  thanks pulauwin,Network,positive,0.989,1
5308,gk tes speaker nya kah bang,Audio,negative,0.547,1
5311,desain kamera kaya gini nih bagus ga usah kamera gimmic kamera seadanya ja asal lensaya bagus modul juga simple jadi bisa pake pake cooler lebar,"Design, Display, Camera","negative, positive, neutral","0.852, 0.977, 0.800",3
5312,saya awalnya gak mikir panjang jujur langsung beli tapi bentuk cameranya,Design,neutral,0.943,1
5313,yang penting kualitas perekaman bagus,Camera,positive,0.989,1
5314,klo soal bentuk kamera menurutku lebih aman poco dibanding iqoo,"Design, Camera","positive, positive","0.973, 0.985",2
5316,kalau poco f ini sama samsung a buat daily drive bagus mana ya buat kamera jangka panjang,Camera,negative,0.447,1
5318,kalo buat kamera jangka panjang kayaknya lebih bagus samsung a atau vivo v deh,Camera,positive,0.956,1
5320,​vsharaakalo buat fotografi sih gak usah diraguin lagi ya v ini tapi kalo buat video masih bagusan samsung a jadi disesuaikan aja sama kebutuhannya kalo yang versi pronya saya kurang tau bakal masuk atau enggak,Camera,negative,0.508,1
5329,alhamdulillah dari pakej redmu pro masi bisa kepakek masi nabung mau ganti hp karena merasa internal gb kurang besar semoga bisa keturutan beli hp baru tahun ini aamiin in dong aamiin,Storage,negative,0.627,1
5334,jujur ngeliat hp lain di harga jt spek yang dikasih sudah bagus tapi entah kenapa brand samsung tetap melekat di hati ga bisa move on walaupun sudah tau spek yang dikasih ga terlalu wah seperti hp jt lain nya kayanya samsung punya target pasar nya sendiri sekarang malah beralih lagi ke samsung a g,"Display, Price","positive, neutral","0.728, 0.978",2
5336,untuk kamera dan video bagusan mana poco f atau samsung a,Camera,positive,0.990,1
5340,pokoknya kalo buat main game selain hp ip atau samsung recomended sih yg lain udhlah apalagi game open world ga bakal kuat chipset nya,Performance,neutral,0.993,1
5344,di toko ijo harganya dapet dimana dah,Price,neutral,0.848,1
5348,dari pake redmi sampe skrng nonton yt bang gadgetinpengen banget ganti hp di tahun skrngtapi apalah daya kerja udh nabung susah gak tau nya abis karena judolgitu terus dari dulucapekk eyy susah kali stop judol ini,Battery,negative,0.994,1
5354,pengen banget hp ini bagus bgt harga segitu fiturnya berlimpah banget,Price,positive,0.996,1
5357,nonton pakai oppo reno g hp yg kebeli dari awal thn sekarang alhamdulillah masih awet minus cuma ganti tombol on off power yg lain normal,"Audio, Software","neutral, neutral","0.893, 0.893",2
5364,bangsaran kalo mau nyoba game paling berat mungkin bisa menggunakan game wuthering wavebanyak tuh wuthering wave efek dan visualisasi nyasaya pake itel p g yang dimensity harus rata kanan,Performance,neutral,0.985,1
5365,mohon maaf melenceng btw mau nanya nih di sini ada yang sedangpernah pake poco m pro punyaku dulu pernah setelah diupdate security patchhyper os jadi kecerahan layar kadang² terang sendiri padahal berada dalam ruangan redup cahaya solusinya saya atur manual dah kejadian kek gitu sempat bbrpa kali lupa soalnya,"Software, Display","neutral, neutral","0.994, 0.936",2
5376,tumben ngk bahas ai nya vid padahal ai nya banyak,Audio,negative,0.699,1
5377,nnton pake poco x pro pengen ganti ke f semoga bisa,"Features, Connectivity","neutral, neutral","0.994, 0.994",2
5378,bang benchmark game nya coba pakek wuthering waves dong gamenya berat butuh rendering kenceng juga buat ngetest performance aja genshin masih oke lah,Performance,negative,0.658,1
5383,bang kalo kamera bagus f apa x pro,Camera,neutral,0.687,1
5385,tumben tumbenan kali ini beli hp tanpa liat review gadgetin dulu gas langsung beli pas baru keluar biasanya harus liat review lalu beli karena harganya terlalu gila,"Audio, Price","negative, negative","0.998, 0.998",2
5387,tim yang ga terlalu suka layar gedealhamdulillah tahun ini bisa kebeli xiaomi walaupun ga masuk ke indonesia,Display,negative,0.991,1
5395,ayo poco next seri f tambahin bypass charging mau disebut gimmik inovasi besar pun ga masalah yang penting ada biar makin ga tersaingi,"Features, Battery","positive, negative","0.888, 0.983",2
5404,punya sy redmi note pro dari taon sampe skrg msh lancar jaya lcd jernih,Audio,neutral,0.590,1
5405,​​musangr tergantung pemakain aja bg cuman ini memang udah bawaan penyakit dari lahir poco kayak bom waktu tinggal nunggu gilirian aja tapi saya yakin untuk seri poco sekarang harusnya udah diperbaiki dan di optimasisasi,Performance,negative,0.651,1
5409,design layar yg kayak poco ini emg gua suka sih semoga layar yg kayak gini bakal diterapin ya sama brand lain buat di tahun ke depan wkwkw,Display,positive,0.793,1
5413,masalah iklan memang aneh sih saya pakai f dari masih miui sampai sekarang hyper os tetap gak ada iklan sedangkan yg lebih mahal ada iklannya,"Software, Price","negative, negative","0.992, 0.929",2
5414,gua juga masih stay f alhamdulillah ga ada kendala sampai sekarang niatnya mau up ke f tpi kamera unggul f,Camera,neutral,0.536,1
5415,pake seri x aja udah enak x pro awet komplit kamera sm chipset aman tp klo dapet dana buat beli f sih lgsg ganti deh semoga bisa dpt rezeki buat ganti ke seri f ini,Camera,positive,0.977,1
5418,w ngarep sekali kalau android ada standar desktop mode sudah muncul banyak hp dengan spek dan harga segini sudah bisa type c ke hdmi hehehehe,"Software, Price, Network","negative, positive, negative","0.948, 0.774, 0.700",3
5421,samsung bagus di ui sama layar doang sih kalo sektor yang lain ampas kalo dibanding brand lain dirange harganya,"Software, Display, Price","negative, negative, positive","0.538, 0.700, 0.900",3
5424,​imb dm n kalo teknologi mah sama aja bro kalo belom sampe tahun perbedaannya yg jadi kebutuhan gue bukan sekedar game makanya belom bisa yakin aja pindah ke xiaomi dkk masih lebih prefer cari yg all rounder tapi kamera bagus storage gede aja sih menyesuaikan kebutuhan,"Camera, Storage, Performance","positive, negative, negative","0.969, 0.785, 0.661",3
5425,poco gak cuma main game all rouder life balance iqoo pure game cocok buat lajang yg jam main game dengan fitur bypass,"Features, Design, Performance","neutral, positive, positive","0.997, 0.925, 0.530",3
5426,katnya hrga jt tp aku cek di mall² harga nya jtan,Price,neutral,0.990,1
5427,jam main game di pc bg atau konsol,Performance,neutral,0.987,1
5428,​wandragaming beda ram sama rom jadinya mahal,"Storage, Software, Price","negative, negative, negative","0.706, 0.992, 0.997",3
5429,main game jam ada fitur bypass main game sampe mata buta,"Features, Performance","neutral, neutral","0.997, 0.989",2
5430,gw nonton video ini pake poco x nfc,"Features, Camera, Connectivity","neutral, neutral, neutral","0.985, 0.993, 0.985",3
5437,kenapa poco device kalau terkoneksi dengan tws bluetooth suaranya jelektapi dengan tws yang sama dengan hp samsung galaxy jadi lebih manteb,"Audio, Connectivity","positive, negative","0.758, 0.997",2
5438,bnr ga sih katanya ada isu dgn instalasi aplikasi lwt playstore slh satu temen gw katany gitu,Software,neutral,0.997,1
5440,gak ada bypass charging hahaha,"Features, Battery","negative, negative","0.978, 0.978",2
5443,masih nunggu honor pro di indo dapet update software tahun,Software,neutral,0.985,1
5454,sudah co dan ini seperti hape impian di harga jutaan dan yang pasti saya gk ngejar gamingnya tapi pengen punya hape midrange yang looknya mahal tpi gk banyak disunat,Price,neutral,0.933,1
5457,semahal nya produk xiomi ttp ada iklan nyaaacuma itu si yg sangat disayangkan,"Software, Security, Performance","negative, negative, negative","0.996, 0.996, 0.996",3
5458,tolong dong bang untuk jangka panjang mending f ini atau a ya kebutuhan daily ngampuss ngegame ringan ringan aja seneng dokumentasi sih skrg wkwkwk,Design,positive,0.995,1
5460,tapi storage cuman gb,Storage,negative,0.945,1
5461,​angganugraha storage ampas cmn doank di poco f ku aja udah pakai storage external tb,"Storage, Connectivity","neutral, neutral","0.798, 0.991",2
5463,gw aminin kan cuma jutaan tunggu tahun sdh keburu ngumpul duitnya dan harga sdh turun banyak bang,Price,positive,0.674,1
5469,jaringan g kah,Network,negative,0.931,1
5470,dari tahun pake redmi note udah jalan tahun hari ini baru ganti ke tecno pro g lebih komplit ai nya kamera lebih bagus karna ga pentingin game lebih ke kamera dan udah bisa diajak didarat dan air wkwkw,"Camera, Performance","positive, negative","0.996, 0.973",2
5471,uda di kasih pilihan jutaan penyimpanan masih aja tetep setia nungu samsung ngeluarin harga jutaan penyimpanan entah tahun berapa baru keluar,"Storage, Price","neutral, negative","0.707, 0.686",2
5475,aku penggemar poco hp aku yang satunya poco f yang aku beli beberapa tahun yang lalu sampai sekarang masih aktif masih tokcer tapi aku kepincut poco f ram aku mau pensiunkan poco f ku mantap poco,Storage,negative,0.570,1
5487,andai xiaomi nambahin fitur kamera thermal ir,"Features, Camera","neutral, neutral","0.994, 0.995",2
5489,menurut abang untuk segi kamera lebih mending x pro atau f,Camera,negative,0.686,1
5497,support bypass chargenya gak,Features,neutral,0.884,1
5502,mm audio jackkk,Audio,positive,0.526,1
5503,lah ngetes hp kok pake genshit emang masih jaman wkwk standard sekarang itu bukan genshit lagipakai game lain jangan genshit lagi udah ketinggalan,Performance,negative,0.996,1
5504,cmiiw bang saran mungkin untuk test high spec perform pake gamenya pakai game lain takutnya genshinnya yg dari sananya kurang optimasi untuk mobile mungkin bisa di test dengan black desert atau wuthering waves saran saja karena pengalaman beberapa player include me genshin juga setelah ada natlan memang agak ngadatngadat mau main pake pcmobile gaming,"Software, Display, Performance","positive, positive, negative","0.605, 0.605, 0.687",3
5505,jadi mendingan poco f polos apa f pro kalo kita omongin soal apa yang didapet dengan harga yang kita keluarin,Price,negative,0.638,1
5506,wkkw vangke gw nonton malah pakai adek nya f yg beli pas taon awal release kmaren,"Features, Connectivity","neutral, neutral","0.928, 0.928",2
5511,poco f gt masih aman ga ada yang seri tombol gaming lagi kah poco,Audio,neutral,0.870,1
5513,bang kok kopong backdoor nya,BuildQuality,negative,0.989,1
5515,desainer poco keknya agak agak norak seleranya lebih demen yg putih drpd yg hitam atau ini,"Design, Display","negative, negative","0.900, 0.900",2
5516,nonton ini pake poco f yg pake custom rom android dan masih ngebut skrg kerezekian cekout poco f alhamdulillah,"Software, Performance","neutral, positive","0.881, 0.955",2
